RatingID,UserID,MovieID,Rating,Timestamp,Title,Year,Genres,Language,Country,TotalViews
46,SF_2324,1921,1.9,2024-09-02 04:32:50,Pi,1998,Sci-Fi| Thriller,French,Canada,35737
47,SF_3982,2169,4.4,2024-05-13 04:32:50,Dead Man on Campus,1998,Comedy,German,Uk,7295
48,SF_3232,1300,3.7,2024-08-26 04:32:50,My Life as a Dog (Mitt liv som hund),1985,Drama,English,France,97722
51,SF_1415,3626,4.1,2024-10-26 04:32:50,8 1/2 Women,1999,Comedy,Italian,India,14916
52,SF_4205,3446,1.4,2024-03-25 04:32:50,Funny Bones,1995,Comedy,Spanish,Uk,28781
53,SF_3989,2322,4.3,2024-06-27 04:32:50,Soldier,1998,Action| Adventure| Sci-Fi| Thriller| War,German,India,26064
54,SF_43,255,3.1,2024-04-18 04:32:50,"Jerky Boys, The",1994,Comedy,English,Uk,53835
55,SF_4775,1598,2.1,2024-03-24 04:32:50,Desperate Measures,1998,Crime| Drama,English,Canada,53077
56,SF_5658,311,3.6,2023-12-16 04:32:50,Relative Fear,1994,Horror| Thriller,German,Uk,83795
57,SF_4546,1665,2.9,2024-03-17 04:32:50,Bean,1997,Comedy,German,Uk,38391
58,SF_3318,1825,4.9,2024-06-22 04:32:50,"Player's Club, The",1998,Action| Drama,English,France,84481
59,SF_5596,277,4.4,2024-01-21 04:32:50,Miracle on 34th Street,1994,Drama,English,Canada,15802
60,SF_28,3540,3.3,2024-04-27 04:32:50,Passion of Mind,1999,Romance| Thriller,Spanish,India,50641
61,SF_5775,3895,1.5,2024-03-10 04:32:50,"Watcher, The",2000,Crime| Thriller,Spanish,France,85227
63,SF_1122,2317,4.8,2024-04-15 04:32:50,"Alarmist, The",1997,Comedy,German,France,86020
64,SF_5355,872,3.1,2024-08-29 04:32:50,Aiqing wansui,1994,Drama,German,France,73150
65,SF_4719,1175,4.3,2024-07-08 04:32:50,Delicatessen,1991,Comedy| Sci-Fi,French,Usa,3426
66,SF_5573,1455,2.6,2024-09-07 04:32:50,Hotel de Love,1996,Comedy| Romance,English,France,32652
67,SF_5321,1179,3.3,2024-01-21 04:32:50,"Grifters, The",1990,Crime| Drama,Spanish,Italy,23398
68,SF_449,3891,2.1,2024-01-29 04:32:50,Turn It Up,2000,Crime| Drama,German,France,26104
69,SF_5297,1595,3.8,2024-11-07 04:32:50,Free Willy 3: The Rescue,1997,Adventure| Children's| Drama,German,Italy,53429
73,SF_4157,3856,2.6,2024-03-14 04:32:50,Autumn Heart,1999,Drama,Spanish,India,13220
75,SF_2959,3687,1.2,2024-02-14 04:32:50,Light Years,1988,Sci-Fi,German,Italy,70956
76,SF_5593,675,4.0,2024-01-09 04:32:50,Hostile Intentions,1994,Action| Drama,Spanish,Usa,39155
77,SF_2324,3848,2.7,2024-04-30 04:32:50,Silent Fall,1994,Drama,Italian,Uk,63022
78,SF_1262,1643,2.7,2024-02-28 04:32:50,"Mrs. Brown (Her Majesty, Mrs. Brown)",1997,Drama,English,France,63133
82,SF_798,3457,2.7,2024-05-24 04:32:50,Waking the Dead,1999,Drama,Spanish,Canada,90894
83,SF_3410,1980,3.0,2024-03-24 04:32:50,Friday the 13th Part VII: The New Blood,1988,Horror,Spanish,Italy,60977
84,SF_5970,3496,4.7,2024-04-16 04:32:50,Madame Sousatzka,1988,Drama,Spanish,Usa,14472
85,SF_817,3677,4.2,2024-09-08 04:32:50,Baraka,1992,Documentary,French,India,43066
86,SF_4563,295,3.4,2024-11-23 04:32:50,"Pyromaniac's Love Story, A",1995,Comedy| Romance,German,India,54435
87,SF_4523,2248,3.4,2024-10-04 04:32:50,Say Anything...,1989,Comedy| Drama,French,Usa,82151
89,SF_3294,1754,3.9,2024-04-18 04:32:50,Fallen,1998,Action| Mystery| Thriller,French,India,25622
92,SF_2921,1354,4.7,2024-05-23 04:32:50,Breaking the Waves,1996,Drama,Italian,Italy,21473
93,SF_2088,665,4.3,2024-11-18 04:32:50,Underground,1995,War,French,France,98931
94,SF_4333,815,3.3,2024-09-19 04:32:50,Power 98,1995,Action| Mystery| Thriller,English,India,60027
96,SF_1893,1816,2.9,2024-06-22 04:32:50,Two Girls and a Guy,1997,Comedy| Drama,French,Usa,9349
97,SF_4575,1610,2.3,2024-10-09 04:32:50,"Hunt for Red October, The",1990,Action| Thriller,French,France,93485
99,SF_2561,3270,1.5,2024-06-30 04:32:50,"Cutting Edge, The",1992,Drama,German,Canada,98986
100,SF_5338,1163,1.8,2024-05-25 04:32:50,Mina Tannenbaum,1994,Drama,French,Canada,54709
102,SF_1187,3448,3.9,2023-12-30 04:32:50,"Good Morning, Vietnam",1987,Comedy| Drama,German,Usa,92962
103,SF_2969,2348,3.7,2024-07-14 04:32:50,Sid and Nancy,1986,Drama,Italian,France,5814
104,SF_4965,1002,1.7,2024-03-03 04:32:50,Ed's Next Move,1996,Comedy,Italian,Canada,94835
105,SF_3953,1523,2.0,2024-11-18 04:32:50,"Truth or Consequences, N.M.",1997,Action| Crime| Romance,German,Canada,83754
106,SF_3712,365,2.2,2024-09-28 04:32:50,Little Buddha,1993,Drama,French,Italy,76112
107,SF_2982,1981,1.6,2024-10-16 04:32:50,Friday the 13th Part VIII: Jason Takes Manhattan,1989,Horror,English,Canada,8271
108,SF_3963,3156,4.6,2024-09-14 04:32:50,Bicentennial Man,1999,Comedy| Drama,French,India,41315
110,SF_2408,1397,3.1,2024-07-31 04:32:50,Bastard Out of Carolina,1996,Drama,French,India,23500
111,SF_543,988,2.5,2024-01-07 04:32:50,Grace of My Heart,1996,Comedy| Drama,French,Usa,75987
112,SF_247,2995,1.8,2024-01-16 04:32:50,"House on Haunted Hill, The",1999,Horror,English,Uk,88810
114,SF_5625,3320,3.2,2024-05-05 04:32:50,Mifune (Mifunes sidste sang),1999,Comedy| Romance,Spanish,Usa,73694
115,SF_4557,3158,2.5,2024-10-10 04:32:50,"Emperor and the Assassin, The (Jing ke ci qin wang)",1999,Drama,French,France,28365
116,SF_4287,2385,5.0,2024-10-01 04:32:50,Home Fries,1998,Comedy| Romance,Italian,Italy,50910
117,SF_3177,1415,2.3,2024-10-15 04:32:50,"Thieves (Voleurs, Les)",1996,Crime| Drama,German,France,49454
118,SF_1122,1727,4.1,2024-08-29 04:32:50,"Horse Whisperer, The",1998,Drama,German,Italy,78142
119,SF_2463,134,1.6,2024-04-01 04:32:50,Sonic Outlaws,1995,Documentary,English,Uk,91695
120,SF_983,3511,3.9,2024-11-04 04:32:50,Ready to Rumble,2000,Comedy,French,Canada,21729
121,SF_1768,3728,2.9,2024-07-23 04:32:50,One False Move,1991,Thriller,French,Usa,47212
122,SF_1228,3796,3.6,2024-06-05 04:32:50,"Wisdom of Crocodiles, The (a.k.a. Immortality)",2000,Romance| Thriller,Italian,Usa,91900
123,SF_4444,1891,2.5,2024-02-10 04:32:50,"Ugly, The",1997,Horror| Thriller,French,Italy,1065
124,SF_2642,2121,4.2,2024-05-05 04:32:50,Cujo,1983,Horror| Thriller,Spanish,Uk,66359
125,SF_13,2817,2.9,2024-05-24 04:32:50,Aces: Iron Eagle III,1992,Action| War,English,Canada,9865
126,SF_4555,1911,2.2,2024-03-24 04:32:50,Doctor Dolittle,1998,Comedy,Spanish,France,97843
127,SF_3657,1147,4.5,2024-06-29 04:32:50,When We Were Kings,1996,Documentary,French,India,25791
128,SF_1147,1630,1.4,2024-05-17 04:32:50,"Lay of the Land, The",1997,Comedy| Drama,French,Canada,38099
130,SF_1345,1222,3.1,2024-06-06 04:32:50,Full Metal Jacket,1987,Action| Drama,Spanish,Usa,93749
131,SF_4644,264,2.7,2024-10-18 04:32:50,"Enfer, L'",1994,Drama,German,France,35437
132,SF_2392,1309,4.9,2024-05-15 04:32:50,Parallel Sons,1995,Drama,German,Uk,61004
133,SF_159,148,3.1,2024-09-02 04:32:50,"Awfully Big Adventure, An",1995,Drama,Spanish,Canada,35793
134,SF_2922,1186,4.1,2024-03-06 04:32:50,"Sex, Lies, and Videotape",1989,Drama,Italian,Uk,29174
135,SF_4416,1633,1.7,2024-11-16 04:32:50,Ulee's Gold,1997,Drama,Italian,Canada,11597
136,SF_619,2569,3.5,2024-10-22 04:32:50,Among Giants,1998,Drama,Spanish,Canada,64562
137,SF_5183,896,1.4,2024-01-22 04:32:50,Wild Reeds,1994,Drama,Italian,Italy,7841
138,SF_4615,3446,4.0,2024-06-24 04:32:50,Funny Bones,1995,Comedy,Spanish,Uk,28781
140,SF_2135,3534,1.9,2024-05-31 04:32:50,28 Days,2000,Comedy,French,India,83350
141,SF_3510,2827,2.1,2024-02-17 04:32:50,"Astronaut's Wife, The",1999,Sci-Fi| Thriller,Spanish,India,62248
143,SF_822,2767,3.0,2024-09-25 04:32:50,Illuminata,1998,Comedy,French,France,95001
144,SF_4725,2623,1.6,2024-08-21 04:32:50,Trippin',1999,Comedy,German,Uk,32426
145,SF_586,2044,2.9,2024-04-01 04:32:50,"Devil and Max Devlin, The",1981,Comedy,French,Italy,3701
146,SF_1997,546,1.8,2024-04-29 04:32:50,Super Mario Bros.,1993,Action| Adventure| Children's| Sci-Fi,Italian,Italy,81387
147,SF_4572,2915,2.3,2024-05-04 04:32:50,Risky Business,1983,Comedy,German,Italy,31307
149,SF_463,2172,3.7,2024-07-05 04:32:50,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",1998,Comedy,English,Italy,77578
150,SF_3696,467,2.3,2024-07-28 04:32:50,Live Nude Girls,1995,Comedy,Italian,Usa,56617
152,SF_771,2698,2.9,2024-01-18 04:32:50,Zone 39,1997,Sci-Fi,English,Italy,56700
153,SF_2930,1238,3.8,2024-04-10 04:32:50,Local Hero,1983,Comedy,English,Canada,68504
154,SF_3271,3866,4.3,2024-06-02 04:32:50,Sunset Strip,2000,Comedy,English,Usa,56305
155,SF_606,3544,1.3,2024-10-06 04:32:50,Shakes the Clown,1991,Comedy,Spanish,France,21272
156,SF_1491,834,2.9,2024-05-14 04:32:50,Phat Beach,1996,Comedy,Spanish,Usa,13218
157,SF_4637,9,3.5,2024-01-27 04:32:50,Sudden Death,1995,Action,Spanish,Uk,3943
158,SF_2137,2758,2.4,2024-05-02 04:32:50,Plenty,1985,Drama,French,Usa,52904
159,SF_786,2683,3.5,2024-01-01 04:32:50,Austin Powers: The Spy Who Shagged Me,1999,Comedy,Italian,Canada,5108
160,SF_2114,1859,3.9,2023-12-15 04:32:50,Taste of Cherry,1997,Drama,French,Uk,71242
161,SF_2671,642,2.2,2023-12-15 04:32:50,Roula,1995,Drama,German,India,14719
162,SF_1696,213,3.7,2024-04-29 04:32:50,Burnt By the Sun (Utomlyonnye solntsem),1994,Drama,French,Usa,95325
163,SF_347,3591,1.1,2024-04-16 04:32:50,Mr. Mom,1983,Comedy| Drama,Spanish,Uk,44138
164,SF_796,3774,1.2,2024-04-27 04:32:50,House Party 2,1991,Comedy,German,India,63104
165,SF_37,603,1.7,2024-02-23 04:32:50,"Bye Bye, Love",1995,Comedy,English,India,1992
166,SF_5226,1570,3.2,2024-05-22 04:32:50,Tetsuo II: Body Hammer,1992,Sci-Fi,French,Canada,19094
167,SF_3617,2943,2.4,2024-03-12 04:32:50,Indochine,1992,Drama,German,India,26047
168,SF_1920,1812,4.6,2024-08-12 04:32:50,Wide Awake,1998,Children's| Comedy| Drama,Italian,Uk,41136
169,SF_2968,442,4.7,2024-08-02 04:32:50,Demolition Man,1993,Action| Sci-Fi,Italian,Uk,12816
170,SF_619,1129,3.4,2024-11-17 04:32:50,Escape from New York,1981,Action| Adventure| Sci-Fi| Thriller,Italian,France,31129
172,SF_1395,293,3.9,2024-03-10 04:32:50,"Professional, The (a.k.a. Leon: The Professional)",1994,Crime| Drama,Italian,France,86482
173,SF_5665,3070,4.2,2024-06-28 04:32:50,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The",1984,Adventure| Comedy| Sci-Fi,French,Usa,98615
175,SF_1552,2707,2.3,2024-07-26 04:32:50,Arlington Road,1999,Thriller,German,Uk,90491
176,SF_1822,82,1.8,2024-09-29 04:32:50,Antonia's Line (Antonia),1995,Drama,English,Canada,4373
177,SF_333,3510,1.8,2024-11-02 04:32:50,Frequency,2000,Drama,French,Canada,46941
178,SF_4243,358,1.0,2024-03-18 04:32:50,Higher Learning,1995,Drama,French,Italy,63449
179,SF_1076,691,2.0,2024-06-15 04:32:50,Mrs. Winterbourne,1996,Comedy| Romance,Italian,Canada,10010
181,SF_5052,2172,2.8,2024-09-21 04:32:50,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",1998,Comedy,English,Italy,77578
182,SF_4293,2615,3.4,2024-04-03 04:32:50,My Science Project,1985,Adventure| Sci-Fi,English,Canada,18376
183,SF_5657,2966,3.7,2024-02-08 04:32:50,"Straight Story, The",1999,Drama,Italian,France,76352
185,SF_2596,492,4.3,2024-01-10 04:32:50,Manhattan Murder Mystery,1993,Comedy| Mystery,Spanish,Uk,86613
186,SF_319,3899,3.9,2024-01-12 04:32:50,Circus,2000,Comedy,German,Italy,94883
187,SF_4086,1280,2.0,2023-12-16 04:32:50,Raise the Red Lantern,1991,Drama,Spanish,India,65300
188,SF_1246,3480,3.9,2024-01-27 04:32:50,Lucas,1986,Drama,Italian,Usa,19611
189,SF_4562,657,3.3,2024-01-25 04:32:50,Yankee Zulu,1994,Comedy| Drama,German,India,33263
190,SF_1510,1054,3.7,2024-04-09 04:32:50,Get on the Bus,1996,Drama,French,Usa,93274
191,SF_1567,1268,3.7,2024-10-12 04:32:50,Pump Up the Volume,1990,Drama,Spanish,India,17655
192,SF_5366,584,4.4,2024-03-24 04:32:50,I Don't Want to Talk About It (De eso no se habla),1993,Drama,Spanish,India,66969
193,SF_4009,3003,4.9,2024-10-01 04:32:50,Train of Life (Train De Vie),1998,Comedy| Drama,English,Usa,11179
194,SF_45,3006,1.7,2024-07-25 04:32:50,"Insider, The",1999,Drama,German,Uk,32656
195,SF_3697,1175,3.1,2024-05-11 04:32:50,Delicatessen,1991,Comedy| Sci-Fi,French,Usa,3426
196,SF_1134,3226,2.5,2024-01-26 04:32:50,Hellhounds on My Trail,1999,Documentary,German,Uk,70353
197,SF_4966,3828,1.9,2024-01-23 04:32:50,Better Living,1998,Comedy,English,India,61935
198,SF_5442,321,1.4,2024-08-14 04:32:50,Strawberry and Chocolate (Fresa y chocolate),1993,Drama,English,France,12085
199,SF_3997,671,1.2,2024-08-08 04:32:50,Mystery Science Theater 3000: The Movie,1996,Comedy| Sci-Fi,Italian,Uk,14914
200,SF_1861,1986,1.2,2024-07-03 04:32:50,Halloween 5: The Revenge of Michael Myers,1989,Horror,German,France,79704
201,SF_3246,3254,3.6,2024-09-26 04:32:50,Wayne's World 2,1993,Comedy,Italian,Usa,15459
202,SF_3050,2787,3.9,2024-10-17 04:32:50,Cat's Eye,1985,Horror,German,Italy,77935
203,SF_2282,2500,1.0,2024-02-29 04:32:50,Jawbreaker,1999,Comedy,French,Canada,84464
204,SF_4651,1651,3.6,2024-03-30 04:32:50,Telling Lies in America,1997,Drama,Spanish,Canada,86264
205,SF_2351,628,4.6,2023-12-20 04:32:50,Primal Fear,1996,Drama,English,India,65908
206,SF_4006,403,3.3,2024-12-07 04:32:50,Two Crimes,1995,Comedy| Crime| Drama,French,India,40386
209,SF_4570,1180,3.7,2024-11-23 04:32:50,Hear My Song,1991,Comedy,English,Usa,97122
210,SF_4881,531,3.2,2024-08-07 04:32:50,"Secret Garden, The",1993,Children's| Drama,English,France,7924
211,SF_4268,1479,3.1,2023-12-18 04:32:50,"Saint, The",1997,Action| Romance| Thriller,English,Usa,32267
212,SF_3323,2452,4.6,2024-07-07 04:32:50,"Gate II: Trespassers, The",1990,Horror,German,Uk,75690
213,SF_5802,766,3.3,2024-06-02 04:32:50,I Shot Andy Warhol,1996,Drama,French,Uk,17589
214,SF_1135,2425,3.0,2024-11-19 04:32:50,"General, The",1998,Crime,German,Uk,24747
215,SF_4406,1989,1.7,2024-02-24 04:32:50,Prom Night III: The Last Kiss,1989,Horror,French,Canada,35880
216,SF_3299,581,4.0,2024-06-07 04:32:50,"Celluloid Closet, The",1995,Documentary,German,Uk,11012
217,SF_5794,3501,4.1,2024-03-29 04:32:50,Murphy's Romance,1985,Comedy| Romance,Italian,Uk,96900
218,SF_4805,1322,3.8,2024-07-13 04:32:50,Amityville 1992: It's About Time,1992,Horror,Italian,Uk,46259
220,SF_3006,2125,3.3,2024-02-19 04:32:50,Ever After: A Cinderella Story,1998,Drama,Spanish,Canada,49463
222,SF_2448,1140,4.3,2024-02-25 04:32:50,Entertaining Angels: The Dorothy Day Story,1996,Drama,Spanish,India,66089
223,SF_3422,888,1.7,2024-12-02 04:32:50,Land Before Time III: The Time of the Great Giving,1995,Animation| Children's,English,France,37253
225,SF_4813,2938,4.2,2024-03-08 04:32:50,Man Facing Southeast (Hombre Mirando al Sudeste),1986,Drama,German,India,61676
229,SF_3877,3318,4.1,2024-06-19 04:32:50,Deterrence,1998,Thriller,German,France,6016
230,SF_3020,1601,1.0,2024-07-02 04:32:50,Hoodlum,1997,Crime| Drama,French,Canada,15659
231,SF_217,516,2.8,2024-07-19 04:32:50,Renaissance Man,1994,Comedy| Drama,German,Italy,94074
232,SF_169,56,4.8,2023-12-19 04:32:50,Kids of the Round Table,1995,Adventure| Children's| Fantasy,French,Canada,12661
233,SF_5127,2152,3.7,2024-02-01 04:32:50,Air Bud: Golden Receiver,1998,Children's| Comedy,Italian,Italy,32176
234,SF_4169,1364,3.9,2024-08-23 04:32:50,Zero Kelvin (Kjærlighetens kjøtere),1995,Action,Spanish,France,60151
235,SF_5902,3856,4.0,2024-12-04 04:32:50,Autumn Heart,1999,Drama,Spanish,India,13220
236,SF_2435,593,1.3,2024-09-22 04:32:50,"Silence of the Lambs, The",1991,Drama,English,France,62997
239,SF_3454,1699,1.1,2024-08-10 04:32:50,"Butcher Boy, The",1998,Drama,Spanish,Italy,68111
240,SF_167,181,2.6,2024-02-09 04:32:50,Mighty Morphin Power Rangers: The Movie,1995,Action| Children's,French,Usa,83712
241,SF_5578,366,3.0,2024-10-21 04:32:50,Wes Craven's New Nightmare,1994,Horror,French,India,61011
242,SF_3418,2755,2.5,2024-01-15 04:32:50,Light of Day,1987,Drama,Italian,France,34455
243,SF_8,3001,1.8,2024-05-05 04:32:50,"Suburbans, The",1999,Drama,English,Uk,26602
244,SF_1124,3712,2.1,2024-01-20 04:32:50,Soapdish,1991,Comedy,English,India,36527
245,SF_5823,1748,1.3,2024-08-11 04:32:50,Dark City,1998,Film-Noir| Sci-Fi| Thriller,English,Italy,28745
246,SF_592,2596,3.8,2024-02-10 04:32:50,SLC Punk!,1998,Comedy| Drama,German,Canada,32476
248,SF_1197,1482,2.8,2024-02-05 04:32:50,"Van, The",1996,Comedy| Drama,English,Italy,24166
249,SF_4928,1165,1.1,2024-09-10 04:32:50,"Bloody Child, The",1996,Drama,English,Italy,71023
250,SF_274,342,1.7,2024-02-25 04:32:50,Muriel's Wedding,1994,Comedy| Romance,French,Uk,32993
251,SF_3808,2890,1.3,2024-03-10 04:32:50,Three Kings,1999,Drama,German,France,32376
252,SF_3941,892,1.2,2024-10-13 04:32:50,Twelfth Night,1996,Comedy| Drama,Spanish,India,13865
253,SF_1931,2842,3.2,2024-01-26 04:32:50,Best Laid Plans,1999,Crime| Drama,Spanish,India,60670
254,SF_451,93,4.3,2024-08-22 04:32:50,Vampire in Brooklyn,1995,Comedy| Romance,Spanish,Italy,60342
255,SF_4206,399,2.0,2024-06-17 04:32:50,Girl in the Cadillac,1995,Drama,French,Italy,87192
256,SF_3555,3115,4.7,2024-01-01 04:32:50,Flawless,1999,Drama,German,Italy,78126
257,SF_769,3718,4.6,2024-07-16 04:32:50,American Pimp,1999,Documentary,English,Uk,66964
258,SF_3311,2335,2.8,2023-12-14 04:32:50,"Waterboy, The",1998,Comedy,Spanish,Italy,61439
259,SF_2743,2619,2.9,2024-01-17 04:32:50,Mascara,1999,Drama,Italian,Canada,46718
260,SF_3907,1170,2.1,2024-01-03 04:32:50,Best of the Best 3: No Turning Back,1995,Action,English,Uk,55629
261,SF_5245,1424,2.1,2024-02-21 04:32:50,Inside,1996,Action,English,India,3312
262,SF_172,37,3.1,2024-09-05 04:32:50,Across the Sea of Time,1995,Documentary,Italian,France,96231
264,SF_3506,3237,4.3,2024-06-21 04:32:50,Kestrel's Eye (Falkens öga),1998,Documentary,Spanish,Italy,5964
266,SF_3668,294,3.0,2024-06-06 04:32:50,"Perez Family, The",1995,Comedy| Romance,Italian,Italy,99511
267,SF_1869,504,4.3,2024-07-02 04:32:50,No Escape,1994,Action| Sci-Fi,Spanish,Canada,3241
268,SF_4262,1961,2.2,2024-08-15 04:32:50,Rain Man,1988,Drama,German,Canada,46041
270,SF_745,3744,4.1,2024-02-12 04:32:50,Shaft,2000,Action| Crime,English,Uk,48372
271,SF_3279,3107,2.1,2024-11-11 04:32:50,Backdraft,1991,Action| Drama,Italian,Italy,5513
272,SF_977,2679,4.7,2024-03-10 04:32:50,Finding North,1999,Drama,French,Canada,62683
274,SF_438,241,2.0,2024-08-30 04:32:50,Fluke,1995,Children's| Drama,German,India,92416
275,SF_3658,3257,3.5,2024-05-05 04:32:50,"Bodyguard, The",1992,Action| Drama,English,Usa,22772
276,SF_1542,1434,4.6,2024-09-07 04:32:50,"Stranger, The",1994,Action,English,France,25994
277,SF_4372,3686,3.1,2023-12-24 04:32:50,Flatliners,1990,Thriller,Italian,Uk,47151
278,SF_120,1330,3.9,2024-09-01 04:32:50,April Fool's Day,1986,Comedy| Horror,Italian,Uk,47372
280,SF_4862,3562,4.2,2024-11-01 04:32:50,Committed,2000,Comedy| Drama,French,France,40340
281,SF_2954,2022,3.0,2024-06-21 04:32:50,"Last Temptation of Christ, The",1988,Drama,German,Usa,58531
283,SF_3983,3282,2.7,2024-01-19 04:32:50,Different for Girls,1996,Comedy,German,Canada,83722
285,SF_1403,2542,1.9,2024-01-17 04:32:50,"Lock, Stock & Two Smoking Barrels",1998,Comedy| Crime| Thriller,French,Canada,24821
286,SF_5840,3187,1.1,2024-07-18 04:32:50,Trans,1998,Drama,English,Uk,93622
287,SF_1330,1768,1.9,2024-09-24 04:32:50,Mat' i syn,1997,Drama,German,France,18841
288,SF_5658,1176,4.7,2024-01-24 04:32:50,"Double Life of Veronique, The (La Double Vie de Véronique)",1991,Drama,French,Canada,90284
290,SF_3161,839,4.3,2024-06-23 04:32:50,"Crow: City of Angels, The",1996,Action| Thriller,Spanish,Canada,50339
292,SF_4228,8,2.7,2024-09-07 04:32:50,Tom and Huck,1995,Adventure| Children's,French,India,50355
294,SF_616,31,1.2,2024-05-23 04:32:50,Dangerous Minds,1995,Drama,Spanish,Italy,8564
295,SF_625,2761,4.3,2024-02-03 04:32:50,"Iron Giant, The",1999,Animation| Children's,German,Usa,77805
296,SF_1080,1413,3.3,2024-05-11 04:32:50,"Whole Wide World, The",1996,Drama,Italian,Canada,67616
297,SF_1684,267,2.3,2024-04-25 04:32:50,Major Payne,1994,Comedy,French,Uk,28606
299,SF_6028,765,2.8,2024-07-29 04:32:50,Jack,1996,Comedy| Drama,French,Usa,94964
300,SF_5279,1400,4.7,2023-12-31 04:32:50,Somebody is Waiting,1996,Drama,Spanish,Canada,89410
301,SF_942,1516,1.5,2024-03-08 04:32:50,Children of the Revolution,1996,Comedy,Italian,France,89718
302,SF_5914,1733,2.6,2024-07-22 04:32:50,Afterglow,1997,Drama,English,France,96047
303,SF_1146,75,1.0,2024-05-24 04:32:50,Big Bully,1996,Comedy| Drama,German,Canada,72712
304,SF_1108,3540,1.4,2024-03-05 04:32:50,Passion of Mind,1999,Romance| Thriller,Spanish,India,50641
305,SF_5335,7,4.7,2024-01-18 04:32:50,Sabrina,1995,Comedy| Romance,German,France,63623
306,SF_4800,1307,4.8,2023-12-27 04:32:50,When Harry Met Sally...,1989,Comedy| Romance,French,Usa,46433
